編號,機關代碼,縣市別代碼,行政區域代碼,鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,民國年月,移轉層次,總層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態
4277,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區工業區三十八路４０巷８號３樓之６,6.14,住,,,11206,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830617,29,28.62,1,0,1,有,有,7000,245,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4278,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段２４９之９巷１弄９號１３樓之３,2.64,商,,,11207,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840215,28,29.39,1,0,1,有,有,7200,245,,0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註)
4279,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區西安街２７７巷２５弄２號二樓之３１,0,,,,11209,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880529,24,22.87,0,0,0,無,有,5600,245,,0,0,續租案件;,2(資料揭露)
4280,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區青海南街３３號十二樓之２,9.62,商,,,11211,十二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071126,5,92.92,1,1,1,有,有,22381,245,坡道機械,19.38,4381,社會住宅包租代管公會版(4期256),5(揭露且明細顯示備註)
4281,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區市政路５００號１２樓之７,12.95,其他,,,11210,十二層,29,辦公商業大樓,辦公室〈第１２組〉、機械室,鋼骨鋼筋混凝土造,1011219,11,245.14,0,0,0,無,有,60000,245,坡道平面,26.48,0,租金總額含稅;,2(資料揭露)
4282,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區永福路１３０號四樓之１２,0,,,,11210,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850527,27,38.66,1,0,1,有,有,9500,246,,0,0,此為住宅及都市更新中心社會住宅包租代管計畫之物件管理費500元,5(揭露且明細顯示備註)
4283,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福雅路１６６號八樓之１０,0,,,,11210,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820118,31,48.02,1,0,1,有,有,11800,246,,0,0,續租案件;,2(資料揭露)
4284,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區文心路三段６號９樓之１１,5.31,商,,,11210,九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813,14,58.88,0,0,0,無,有,14500,246,,0,0,續租案件;,2(資料揭露)
4285,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區上明一街７３號１２樓之１,0,,,,11209,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820615,30,86.74,2,1,2,有,有,21300,246,,0,0,,2(資料揭露)
4286,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路７７號６樓之８,24.99,其他,,,11206,六層,15,辦公商業大樓,辦公室,鋼筋混凝土造,850903,27,211.58,0,0,0,無,有,52000,246,坡道機械,0,0,,2(資料揭露)
4287,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區工業區三十八路４０巷８號３樓之１,6.53,住,,,11208,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830617,29,30.52,1,0,1,有,有,7500,246,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4288,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區國安一路１３３號６樓之７,0,,,,11208,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991119,13,67.19,2,1,1,有,有,16500,246,,0,0,,2(資料揭露)
4289,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區何厝東二街１０３號３樓之６,4.55,住,,,11204,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830427,29,32.11,1,0,1,有,有,7900,246,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
4290,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區惠來路三段１１６號,14.36,住,,,11203,見其他登記事項,14,店面(店鋪),住商用,鋼筋混凝土造,830628,29,129.68,3,2,2,有,有,32000,247,坡道平面,0,0,,2(資料揭露)
4291,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區工業區一路５８巷１１弄６號８樓之５,4.88,住,,,11209,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800911,32,30.36,1,0,1,有,有,7500,247,,0,0,社會住宅包租代管案件租金市價打9折。因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4292,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區中康街１４３號３樓之７,13.63,住,,,11210,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,801116,32,65.68,2,1,1,有,有,16200,247,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4293,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福聯街２２巷１２號５樓之４５,0,,,,11210,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830930,29,20.22,1,0,1,有,有,5000,247,,0,0,,2(資料揭露)
4294,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區寧夏路２２５號２樓之２,0,,,,11211,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841213,28,44.39,1,0,1,有,無,11000,248,坡道機械,0,0,,2(資料揭露)
4295,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區至善路１２１巷６號５樓之２０,3.76,住,,,11209,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821014,30,28.28,1,0,1,有,有,7000,248,,0,0,社會住宅包租代管案件租金市價打9折,5(揭露且明細顯示備註)
4296,387000000A,66000,66000000,西屯區,建物,臺中市西屯區市政南一路１２號十二樓之１,0,商,,,11201,十二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960611,16,302.74,3,2,2,有,有,75000,248,坡道平面,24.82,0,,2(資料揭露)
4297,387000000A,66000,66000000,西屯區,建物,臺中市西屯區臺灣大道三段７０號六樓之３,0,住,,,11201,六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950816,16,84.61,2,2,1,有,有,21000,248,,0,0,租賃範圍不含車位，已扣除車位面積。租金含管理費。,5(揭露且明細顯示備註)
4298,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區青海路二段２８６號八樓之８,3.21,住,,,11203,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840420,28,25.66,1,0,1,有,有,6400,249,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
4299,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區中清路三段８５之８號１，２，３F,86.4,農,,,11205,全,5,透天厝,住宅、樓梯間、停車空間,鋼筋混凝土造,1040812,8,240.98,4,3,5,有,有,60000,249,,0,0,,2(資料揭露)
4300,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區臺灣大道二段８８８號四樓之８,0,,,,11208,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951124,17,54.2,1,1,1,有,有,13500,249,,0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。管理費1500元,5(揭露且明細顯示備註)
4301,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段３９９號２６樓之１,23.11,住,,,11208,見其他登記事項,35,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,1050127,8,401.58,3,2,3,有,有,100000,249,坡道平面,32.23,0,,2(資料揭露)
4302,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區國安一路８７號十八樓之３,0,,,,11211,十八層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971127,15,60.2,1,1,1,有,有,15000,249,,0,0,租賃範圍不含車位，已扣除車位面積。租金總額含管理費;,2(資料揭露)
4303,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區國安一路１６０號五樓之１０,0,,,,11210,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960522,16,60.09,1,1,1,有,有,15000,250,,0,0,續租案件;,2(資料揭露)
4304,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段２６８之８巷１號１０樓之１３,5.99,住,,,11206,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860408,26,30.01,1,0,1,有,有,7500,250,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4305,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區福誠路１００號５樓之１６,11.49,住,,,11210,五層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090731,3,91.88,2,1,1,有,有,23000,250,坡道機械,13.34,0,租金總額含管理費;,2(資料揭露)
4306,387000000A,66000,66000000,西屯區,建物,臺中市西屯區寧漢三街２４巷１號五樓之８,0,住,,,11204,五層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,801211,31,36.03,1,0,1,有,有,9000,250,,0,0,租金含管理費。,5(揭露且明細顯示備註)
4307,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區寶慶街３０巷２０號７樓之１５,7.66,商,,,11205,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971212,14,60.03,1,1,1,有,有,15000,250,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
4308,387000000A,66000,66000000,西屯區,建物,臺中市西屯區長安路二段６９之６號６樓之５,0,住,,,11205,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811205,30,69.69,2,1,1,有,無,17500,251,,0,0,社宅案件,5(揭露且明細顯示備註)
4309,387000000A,66000,66000000,西屯區,建物,臺中市西屯區青海路二段２８６號十三樓之２１,0,住,,,11203,十三層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,840420,28,23.95,1,0,1,有,有,6000,251,,0,0,台中市政府包租代管計畫。水電費、瓦斯費、網路費及每月管理費321元皆由承租人負擔。,5(揭露且明細顯示備註)
4310,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西屯路二段１８７號,0,住,,,11203,見其他登記事項,2,店面(店鋪),住家用,鐵筋加強磚造,620605,50,119.55,6,1,2,有,無,30000,251,,0,0,,2(資料揭露)
4311,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區黎明路三段３１８號７樓之８,3.19,商,,,11201,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840220,28,23.89,1,0,1,有,有,6000,251,,0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。續租。;,5(揭露且明細顯示備註)
4312,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文華路１６２巷１９號２樓之３０,4.79,住,,,11202,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,970131,15,31.82,1,0,0,無,有,8000,251,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
4313,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區黎明路三段３１６號３樓之２,3.26,商,,,11209,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840220,29,23.86,1,0,1,有,有,6000,251,,0,0,租金總額不含管理費，管理費另計。,2(資料揭露)
4314,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區黎明路三段３１６號３樓之３,3.26,商,,,11209,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840220,29,23.89,1,0,1,有,有,6000,251,,0,0,租金總額不含管理費，管理費另計。,2(資料揭露)
4315,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區崇義街６之１２之１號３樓之３,167,住,,,11208,三層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,1080226,4,30.3,1,0,1,有,無,7600,251,,0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註)
4316,387000000A,66000,66000000,西屯區,建物,臺中市西屯區四川路８７巷８２號三樓之１８,0,住,,,11207,三層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,861121,26,39.66,1,0,1,有,有,10000,252,,0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,5(揭露且明細顯示備註)
4317,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區弘孝路１６１號６樓之１２,8.35,住,,,11202,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990201,13,91.17,2,1,1,有,有,23000,252,,0,0,社會住宅出租,5(揭露且明細顯示備註)
4318,387000000A,66000,66000000,西屯區,建物,臺中市西屯區上安路６０之６號三樓之８,0,住,,,11206,三層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,841030,28,25.82,1,0,1,有,有,6500,252,,0,0,,2(資料揭露)
4319,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區台灣大道二段８８９號,134,商,,,11208,全,4,透天厝,住商用,鋼筋混凝土造,680312,44,317.36,0,0,0,無,無,80000,252,,0,0,,2(資料揭露)
4320,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福聯街１５巷９號６樓之５７,3.64,住,,,11208,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908,29,20.64,1,0,1,有,有,5200,252,,0,0,續租案件;,2(資料揭露)
4321,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區弘孝路１６１號６樓之１２,8.35,商,,,11202,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990201,13,91.17,2,1,1,有,有,23000,252,,0,0,社會住宅出租,5(揭露且明細顯示備註)
4322,387000000A,66000,66000000,西屯區,建物,臺中市西屯區寧夏東二街３６號,0,住,,,11201,見其他登記事項,5,店面(店鋪),商業用,鋼筋混凝土造,711111,40,83.47,0,3,1,有,無,21000,252,,0,0,租賃期間含免租金裝潢期。,5(揭露且明細顯示備註)
4323,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西屯路二段２９７之８巷３號三樓之３５,0,住,,,11204,三層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,820628,30,50.89,1,1,1,有,有,12800,252,,0,0,住宅及都市更新中心社會住宅包租代管計畫 ，水電、瓦斯費及每月管理費900元由承租人負擔。,5(揭露且明細顯示備註)
4324,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路１３３號５樓之６,6.55,住,,,11205,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991119,12,87.1,2,2,1,有,有,22000,253,坡道平面,22.27,0,含管理費、稅金或水電等費用。;,2(資料揭露)
4325,387000000A,66000,66000000,西屯區,建物,臺中市西屯區市政北五路２６８號５樓之５,0,住,,,11202,五層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891117,22,158.13,3,2,2,有,有,40000,253,坡道平面,14.78,0,,2(資料揭露)
4326,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區太原路一段１３１號七樓之６,2.56,商,,,11202,七層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,820531,30,33.55,0,0,0,無,有,8500,253,,0,0,社會住宅出租,5(揭露且明細顯示備註)
4327,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區青海南街３３號１３樓之１２,9,商,,,11208,十三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071126,5,94.7,1,1,1,有,有,24000,253,坡道平面,27.5,0,多人共同承租;租金總額含管理費;,2(資料揭露)
4328,387000000A,66000,66000000,西屯區,建物,臺中市西屯區市政北一路２６９號十七樓之１,0,其他,,,11206,十七層,28,套房(1房1廳1衛),住家用,鋼筋混凝土造,951113,17,79.09,1,1,1,有,有,20000,253,,0,0,台中市政府包租代管計畫。水電費、瓦斯費、網路費皆由承租人負擔。,5(揭露且明細顯示備註)
4329,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西屯路二段１２６巷１１之２號,0,住,,,11208,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,771026,35,68.05,2,1,1,有,無,17200,253,,0,0,台中市政府社會住宅包租代管計畫 ；水電瓦斯費、網路費由承租人另外負擔。,5(揭露且明細顯示備註)
4330,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區台灣大道三段８１８號十三樓之７,13.51,商,,,11211,十三層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070223,6,197.88,2,2,2,有,有,50000,253,坡道平面,34.97,0,,2(資料揭露)
4331,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區逢甲路２２５巷４８號１４樓之５,0,,,,11211,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880506,25,55.05,1,1,1,有,有,14000,254,,0,0,,2(資料揭露)
4332,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西安街２７７巷２５弄２號７樓之４７,3.42,住,,,11207,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880529,24,22.87,1,0,1,有,有,5800,254,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4333,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區青海路二段２８６號８樓之３,6.85,住,,,11205,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840420,28,27.53,1,0,1,有,有,7000,254,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4334,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區至善路１０１巷２６號４樓之１,9.75,住,,,11207,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880506,24,74.76,2,1,1,有,有,19000,254,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
4335,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西安街２７７巷２５弄２號２樓之３９,73.89,住,,,11203,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880529,24,22.87,1,0,0,無,有,5800,254,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
4336,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福聯街１５巷９號５樓之３６,0,住,,,11204,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908,29,21.61,1,0,1,有,有,5500,255,,0,0,,2(資料揭露)
4337,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福聯街１５巷９號１０樓之３９,3.84,住,,,11201,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908,28,21.61,1,0,1,有,有,5500,255,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4338,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福聯街１５巷９號十樓之８,0,住,,,11206,十層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,830908,29,21.59,1,0,1,有,有,5500,255,,0,0,台中市政府包租代管計畫。水電費、瓦斯費、網路費皆由承租人負擔。,5(揭露且明細顯示備註)
4339,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區甘肅路一段８號５樓之１０,2.54,商,,,11208,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860203,27,35.28,1,1,1,有,有,9000,255,,0,0,,2(資料揭露)
4340,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福上巷３１９弄２０號６樓之８,13.27,住,,,11208,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,781206,34,19.63,1,0,1,有,有,5000,255,,0,0,社會住宅包租代管案件租金市價打9折。因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4341,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區西屯路二段２４７號１０樓之１１,4.03,商,,,11209,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990201,14,86.29,1,1,1,有,有,22000,255,坡道機械,14.6,0,租金總額含管理費;,2(資料揭露)
4342,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福聯街１５巷９號１０樓之３９,0,,,,11209,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908,29,21.61,0,0,0,無,有,5500,255,,0,0,社會住宅，水、電、瓦斯、管理費＄500由承租人負擔,5(揭露且明細顯示備註)
4343,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區精誠路１４號６樓之４,11.41,商,,,11207,六層,7,辦公商業大樓,商業用,鋼筋混凝土造,800926,32,86.36,0,0,0,無,有,22000,255,坡道平面,0,0,,2(資料揭露)
4344,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西屯路二段２４７號七樓之２０,0,商,,,11207,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990201,13,97.6,2,2,2,有,有,25000,256,,0,0,租金含管理費。租賃範圍不含車位，已扣除車位面積。,5(揭露且明細顯示備註)
4345,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心路三段６號１８樓之９,5.63,商,,,11204,十八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813,14,58.54,1,0,0,無,有,15000,256,,0,0,社會住宅,5(揭露且明細顯示備註)
4346,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區市政路５００號９樓之１,14.46,其他,,,11203,九層,29,辦公商業大樓,辦公室〈第１２組〉,鋼骨鋼筋混凝土造,1011219,10,272.93,0,0,0,無,有,70000,256,坡道平面,20.01,0,,2(資料揭露)
4347,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心路三段６號２６樓之６,5.99,商,,,11203,二十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813,14,58.49,1,1,1,有,有,15000,256,,0,0,社會住宅出租,5(揭露且明細顯示備註)
4348,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西屯路二段２４７號六樓之２０,0,商,,,11205,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990201,13,97.6,2,2,2,有,有,25000,256,,0,0,租賃範圍不含車位，已扣除車位面積。租金含管理費。,5(揭露且明細顯示備註)
4349,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區文心路三段６號５樓之１０,5.27,商,,,11211,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813,14,58.6,0,0,0,無,有,15000,256,,0,0,,2(資料揭露)
4350,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區文心路三段６號１３樓之９,5.27,商,,,11211,十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813,14,58.54,0,0,0,無,有,15000,256,,0,0,,2(資料揭露)
4351,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區西安街２７７巷２５弄２號２樓之４２,0,住,,,11211,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880529,24,23.39,0,0,0,無,有,6000,257,,0,0,"土地謄本上無標示權利範圍,故打0,因空白會無法存檔",2(資料揭露)
4352,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區安和路１６８號５樓之６,25.58,住,,,11203,五層,11,辦公商業大樓,辦公室,鋼筋混凝土造,1040320,8,181.73,0,0,0,無,有,46725,257,,0,0,,2(資料揭露)
4353,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福上巷２１４號５樓之６,4.07,住,,,11201,五層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,830204,29,21.36,1,0,1,有,有,5500,257,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4354,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西屯路二段２６８之８巷１號５樓之１０,0,住,,,11202,五層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,860408,26,29.17,1,0,1,有,有,7500,257,,0,0,住宅及都市更新中心社會住宅包租代管計畫，每月水電費及管理費441元由承租人負擔。,5(揭露且明細顯示備註)
4355,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區福誠路１００號４樓之１１,15.24,住,,,11201,四層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090731,2,77.93,1,1,1,有,有,20000,257,坡道機械,13.34,0,,2(資料揭露)
4356,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區寶慶街３０巷２０號５樓之３,5.36,商,,,11207,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971212,15,42.06,1,0,1,有,有,10800,257,,0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。,5(揭露且明細顯示備註)
4357,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區至善路１６３號１２樓之１５,3.23,住,,,11206,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830819,29,28.05,1,0,1,有,有,7200,257,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4358,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區西安街２７７巷２５弄２號四樓之４６,0,,,,11209,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880529,24,23.39,0,0,0,無,有,6000,257,,0,0,,2(資料揭露)
4359,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福上巷２１４號６樓之６,4.07,住,,,11208,六層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,830204,30,21.36,1,0,1,有,有,5500,257,,0,0,社會住宅包租代管案件租金市價打9折。因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4360,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福聯街２２巷１２號６樓之１,0,,,,11209,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830930,29,21.34,0,0,0,無,有,5500,258,,0,0,社會住宅，水、電、瓦斯、管理費＄500由承租人負擔,5(揭露且明細顯示備註)
4361,387000000A,66000,66000000,西屯區,建物,臺中市西屯區櫻城三街２９號五樓之９,0,住,,,11207,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,840426,28,19.76,1,0,1,有,有,5100,258,,0,0,,2(資料揭露)
4362,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區櫻城二街８號３樓之５,3.84,住,,,11207,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840424,28,22.91,1,0,1,有,有,5900,258,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
